outlet,article_id,entity_type,sentence
fox,fox_2_may24,shooter,"""

an FBIreport released Monday, titled ""Active Shooter Incidents in the United States in 2021 was released just over a week after upstate New York man Payton Gendron, 18, allegedly unleashed a racially motivedattack on May 15, when upstate New York man Payton Gendron, 18, opened fire at a busy Tops Friendly Markets store in Buffalo, N.Y. upstate New York man Payton Gendron, 18, killed 10 people andwounded three others, officials have said."
fox,fox_2_may24,victim,"""

an FBIreport released Monday, titled ""Active Shooter Incidents in the United States in 2021 was released just over a week after upstate New York man Payton Gendron, 18, allegedly unleashed a racially motivedattack on May 15, when upstate New York man Payton Gendron, 18, opened fire at a busy Tops Friendly Markets store in Buffalo, N.Y. upstate New York man Payton Gendron, 18, killed 10 people andwounded three others, officials have said."
fox,fox_2_may24,shooter,"The May 15, when he opened fire at a busy Tops Friendly Markets store in Buffalo, N.Y. massacre is not included in theFBI's recent report, which examines statistics only from 2021 and earlier."
fox,fox_2_may24,shooter,"The bureaudefined an ""active shooter"" as being ""one or more individuals actively engaged in killing or attempting to kill people in a populatedarea."""
fox,fox_18,shooter,"The suspect in the Uvalde, Texas school shooting, Salvador Ramos, was 18."
fox,fox_15,victim,"People react following a deadly school shooting in Uvalde, Texas (AP/Dario Lopez-Mills)"
fox,fox_1_may24,shooter,"A mass shooting at a Texas elementary school killed 19 children and two teachers Tuesday and the suspected gunman was killed,Gov. Greg Abbott said."
fox,fox_1_may24,victim,"A mass shooting at a Texas elementary school killed 19 children and two teachers Tuesday and the suspected gunman was killed,Gov. Greg Abbott said."
fox,fox_1_may24,shooter,"Gov. Greg Abbott identified the suspected gunman as Salvador Ramos, a the community of Uvalde resident, who is also dead and acted alone, authorities said."
fox,fox_1_may24,victim,"Gov. Greg Abbott identified the suspected gunman as Salvador Ramos, a the community of Uvalde resident, who is also dead and acted alone, authorities said."
fox,fox_1_may24,shooter,"the suspected gunman had ahandgun and possibly a rifle when the suspected gunman A mass shooting at a Texas elementary school fire at a Texas elementary school, Gov. Greg Abbott said."
fox,fox_1_may24,victim,"Two police officers were shot and woundedbut were expected to survive, Gov. Greg Abbott said."
fox,fox_1_may24,victim,"�
""Texans across Texas are grieving for the victims of A mass shooting at a Texas elementary school and for the community of Uvalde."
fox,fox_1_may24,shooter,"�
the suspected gunman was likely killed by responding officers, but the investigation was still ongoing, authorities said."
fox,fox_1_may24,victim,"�
the suspected gunman was likely killed by responding officers, but the investigation was still ongoing, authorities said."
fox,fox_16,victim,"Lieutenant Gov. Dan Patrick reflected on the Texas elementary school shooting that left at least 19 children dead Tuesday on""Tucker Carlson Tonight."
fox,fox_16,victim,"""

DAN PATRICK: Tucker, since Lieutenant Gov. Dan Patrick was elected back with Greg Abbott back in 2014, the Texas elementary school shooting that left at least 19 children dead is now the fourth major mass shooting thatwe've had."
fox,fox_16,victim,"And Ithink when crimes like the Texas elementary school shooting that left at least 19 children dead happen, crimes like this is pure evil, that crimes like this impacts a whole nation."
fox,fox_16,shooter,"UVALDE, Texas SCHOOL SHOOTING: at least 19 children KILLED, SUSPECTED SHOOTER DEAD 

Every parent, every grandparent that has a child envisions what Every parent, every grandparent that has a child would feel if it happened to Every parent, every grandparent that has a child."
fox,fox_16,victim,"UVALDE, Texas SCHOOL SHOOTING: at least 19 children KILLED, SUSPECTED SHOOTER DEAD 

Every parent, every grandparent that has a child envisions what Every parent, every grandparent that has a child would feel if it happened to Every parent, every grandparent that has a child."
fox,fox_13,shooter,"Salvador Ramos, the alleged gunman accused of shooting Salvador Ramos's grandmother and then targeting dozens of victims – ultimately killing19 children and two adults – at a Texas elementary school was known to be a loner who had quit Salvador Ramos's job just weeks beforeunleashing Salvador Ramos's attack, Fox News has learned. 

Ramos, an 18-year-old Uvalde, Texas, resident, legally purchased two AR-platform rifles on May 17 and May 20, and bought 375rounds of ammunition on May 18, Texas Sen. John Whitmire told Fox affiliate KCPQ-TV, citing a briefing from the Bureau ofAlcohol, Tobacco, Firearms and Explosives."
fox,fox_13,victim,"Salvador Ramos, the alleged gunman accused of shooting Salvador Ramos's grandmother and then targeting dozens of victims – ultimately killing19 children and two adults – at a Texas elementary school was known to be a loner who had quit Salvador Ramos's job just weeks beforeunleashing Salvador Ramos's attack, Fox News has learned. 

Ramos, an 18-year-old Uvalde, Texas, resident, legally purchased two AR-platform rifles on May 17 and May 20, and bought 375rounds of ammunition on May 18, Texas Sen. John Whitmire told Fox affiliate KCPQ-TV, citing a briefing from the Bureau ofAlcohol, Tobacco, Firearms and Explosives."
fox,fox_13,shooter,"Salvador Ramos Texas school shooter

Salvador Ramos suspected vehicle crash before Uvalde, Texas, Texas elementary school shooting

A police vehicle is seen parked near of a truck believed to belong to the suspect of a shooting at Robb Elementary School in Uvalde, Texas, onTuesday, May 24."
fox,fox_13,victim,"(Reuters/Marco Bello)


On Tuesday, Salvador Ramos was involved in a domestic disturbance with Salvador Ramos's grandmother at Salvador Ramos's grandparents’ Uvalde, Texas, home, when Salvador Ramos shotthe woman in the face and seriously injured his grandmother before fleeing, according to authorities."
nyt,nyt_14_may26,victim,"Within the past two weeks, the country saw the two deadliest mass shootings of the year, which authorities say were both committed by 18-year-olds using semiautomatic firearms."
nyt,nyt_14_may26,shooter,But the motive for the Buffalo attack appears clear from the online screed left by the shooting suspect.
nyt,nyt_14_may26,shooter,"Influenced by the so-called great replacement theory, the shooting suspect sought to kill as many Black people as the shooting suspect could."
nyt,nyt_14_may26,victim,"Permissive gun laws and easy access to firearms subject the population to the constant threat of mass shootings like the one in Uvalde, Texas, where 19 children and two teachers were fatally shot."
nyt,nyt_19_may26,shooter,"Rumors about the gunman and what had taken place spread widely online -- often with easily debunked evidence or none at all -- almost immediately after the first official reports about the deadly school shooting in Uvalde, Texas."
nyt,nyt_19_may26,victim,"Rumors about the gunman and what had taken place spread widely online -- often with easily debunked evidence or none at all -- almost immediately after the first official reports about the deadly school shooting in Uvalde, Texas."
nyt,nyt_19_may26,victim,"No, the deadly school shooting in Uvalde, Texas was not a staged 'false flag' operation."
nyt,nyt_19_may26,victim,"Hours after the deadly school shooting in Uvalde, Texas, far-right figures spread misinformation claiming that the deadly school shooting in Uvalde, Texas was a ''false flag'' attack."
nyt,nyt_19_may26,victim,"Among far-right figures's unfounded claims were that the deadly school shooting in Uvalde, Texas had been orchestrated to draw local law enforcement away from the border, allowing criminals and drugs to cross into the United States, and that gun-control advocates had organized the deadly school shooting in Uvalde, Texas to stoke public outrage."
nyt,nyt_19_may26,victim,The two teachers who were killed were also accused of being crisis actors.
nyt,nyt_21_may26,victim,"Xavier Lopez, 10, made the honor roll on the day Xavier Lopez, 10, was killed."
nyt,nyt_21_may26,shooter,"Xavier Lopez, 10,'s classroom, where a nightmare erupted when a gunman burst in and the shooting 19 children and two teachers, reflected the close-knit character of Uvalde, a Mexican American ranching town in southern Texas where lives are braided together by generations of friendships and marriage."
nyt,nyt_21_may26,victim,"There was Xavier Lopez, 10, and Xavier Lopez, 10,'s elementary-school sweetheart, who was also killed in the shooting."
nyt,nyt_9_may26,shooter,"When 20 elementary school children were the slaughter of 20 elementary school children by a gunman in Uvalde, Texas, on Tuesday, Joseph R. Biden Jr. repeated Joseph R. Biden Jr.'s own call for the government to do something, decrying ''another massacre'' and insisting that it was ''time to turn this pain into action.''"
nyt,nyt_16_may26,shooter,"As the nation reels from a massacre at a Texas elementary school in which a gunman killed 19 children and two teachers, a review of Republican and Democratic advertising during the first months of 2022 highlights the giant cultural chasm over guns in the nation."
nyt,nyt_16_may26,victim,"As the nation reels from a massacre at a Texas elementary school in which a gunman killed 19 children and two teachers, a review of Republican and Democratic advertising during the first months of 2022 highlights the giant cultural chasm over guns in the nation."
nyt,nyt_18_may26,shooter,"The gunman who the attack 19 children and two teachers in a rural Texas elementary school on Tuesday entered a rural Texas elementary school despite being confronted by an armed school security officer, then wounded two responding police officers and engaged in a standoff inside a rural Texas elementary school for over an hour, state police officials said."
nyt,nyt_18_may26,victim,"The gunman who the attack 19 children and two teachers in a rural Texas elementary school on Tuesday entered a rural Texas elementary school despite being confronted by an armed school security officer, then wounded two responding police officers and engaged in a standoff inside a rural Texas elementary school for over an hour, state police officials said."
nyt,nyt_18_may26,shooter,"What began around 11:30 a.m., with the first report of an armed man approaching a rural Texas elementary school, ended as two responding police officers breached a pair of adjoining classrooms and killed The gunman who killed 19 children and two teachers in a rural Texas elementary school on Tuesday just after 1 p.m., state police officials said."
nyt,nyt_18_may26,victim,"What began around 11:30 a.m., with the first report of an armed man approaching a rural Texas elementary school, ended as two responding police officers breached a pair of adjoining classrooms and killed The gunman who killed 19 children and two teachers in a rural Texas elementary school on Tuesday just after 1 p.m., state police officials said."
nyt,nyt_18_may26,victim,"It was not known how many were killed in the first minutes of the massacre, which was the deadliest in an American school since 20 children and six educators were shot to death at Sandy Hook Elementary School in Newtown, Conn., in 2012."
nyt,nyt_18_may26,shooter,But officials said that two responding police officers had successfully contained The gunman who killed 19 children and two teachers in a rural Texas elementary school on Tuesday until more specially trained officers could arrive.
nyt,nyt_18_may26,victim,But officials said that two responding police officers had successfully contained The gunman who killed 19 children and two teachers in a rural Texas elementary school on Tuesday until more specially trained officers could arrive.
nyt,nyt_4_may25,victim,"Even as Republican senators publicly mourned the massacre that killed 19 children and two adults on Tuesday, Republican senators gave little indication that Republican senators's positions had changed."
nyt,nyt_4_may25,victim,"And in any case, many were clamoring to force Republicans to go on the record on proposals that polls show have overwhelming support among Americans at a time when grief and anger about gun violence in America has erupted anew following Tuesday's massacre and a recent mass shooting that killed 10 at a Buffalo supermarket.

''"
nyt,nyt_15_may26,victim,"her 9-year-old granddaughter, Victoria was sitting on her 9-year-old granddaughter, Victoria's own bed, which was covered in stuffed animals; her 9-year-old granddaughter, Victoria had already seen on the evening news that children her 9-year-old granddaughter, Victoria's age had been killed in the massacre in Uvalde, Tex.."
nyt,nyt_15_may26,victim,"To take your child to school, and then come back to see your child dead, it's not fair."
nyt,nyt_25_may27,victim,"Today, mine am talking about the 19 dead students and two teachers in Uvalde, Texas -- one of the deadliest school shootings in U.S. history."
nyt,nyt_25_may27,victim,"A few hours after one of the deadliest school shootings in U.S. history, Texas Republicans suggested arming teachers at schools."
nyt,nyt_25_may27,shooter,"It is hard to imagine mine's fourth-grade teacher, Mrs. Sims, armed."
nyt,nyt_25_may27,shooter,"Trained police officers in Uvalde, Texas were no match because the shooter had comparable weaponry."
nyt,nyt_1_may25,victim,"Nearly a decade later, while watching the death toll rise after Tuesday's shooting at Robb Elementary School in Uvalde, Tex., one father of a Sandy Hook Elementary School in Newtown, Conn. victim felt defeated."
nyt,nyt_1_may25,victim,"''one father of a Sandy Hook victim guess it's something in society we know will happen again, over and over,'' said Neil Heslin, whose son Jesse Lewis, 6, died in the shooting in 2012."
nyt,nyt_1_may25,victim,one father of a Sandy Hook victim said one father of a Sandy Hook victim ''felt compelled'' to watch the coverage. ''
nyt,nyt_1_may25,victim,"the coverage's almost like an instant replay of Sandy Hook Elementary School in Newtown, Conn.,'' one father of a Sandy Hook victim said."
nyt,nyt_23_may27,shooter,"I imagined the pain that parents in Uvalde, Texas, feel this morning when I arrived one day to pick up my older daughter, then not even 2 years old, from day care in Washington, D.C., and found that they were conducting an active shooter drill with two young children."
nyt,nyt_23_may27,shooter,"my older daughter, then not even 2 years old's teachers explained that Her teachers were training two young children to hide in a small dark room and not make a sound, so that if one day the worst happened, the shooter might not realize two young children were there."
nyt,nyt_23_may27,victim,"A few years earlier, when my husband, then a teacher in a public school, texted me that they were locked down because of a reported shooting in the building, I imagined my husband, then a teacher in a public school being killed, or being helpless to save my husband, then a teacher in a public school's students."
nyt,nyt_13_may26,victim,"On Wednesday, the day after a deadly shooting at an elementary school in Uvalde, Texas, prices for major gun-related stocks rose after a subdued start."
nyt,nyt_13_may26,victim,"The gun industry has perverse incentives,'' said Dru Stevenson, a professor at South Texas College of Law in Houston, ''because sales and sales's stocks go up when there are events like a deadly shooting at an elementary school in Uvalde, Texas,.''"
nyt,nyt_24_may27,shooter,"On Tuesday, an 18-year-old gunman the Robb Elementary School shooting fire at Robb Elementary School in Uvalde, Texas, a rural town about 80 miles west of San Antonio, killing 19 children and two teachers, and wounding several other children."
nyt,nyt_24_may27,victim,"Two local funeral homes, Hillcrest Memorial Funeral Home and Rushing-Estes-Knowles Mortuary, said in social media posts that Two local funeral homes, Hillcrest Memorial Funeral Home and Rushing-Estes-Knowles Mortuary would not charge families of victims for families of victims's funeral services."
nyt,nyt_24_may27,victim,"Among verified fund-raisers for people affected by the Robb Elementary School shooting is VictimsFirst, a network of families of the deceased and survivors of previous mass shootings."
nyt,nyt_2_may25,shooter,A gunman The slayings at least 19 children and two adults on Tuesday in a rural Texas elementary school
nyt,nyt_2_may25,victim,", a state police official said, in the deadliest American school shooting since the massacre at Sandy Hook Elementary a decade ago."
nyt,nyt_2_may25,victim,"At least one teacher was among at least 19 children and two adults, and several other children were wounded."
nyt,nyt_2_may25,shooter,"A gunman was armed with several weapons, officials said."
nyt,nyt_2_may25,shooter,"A gunman also died at the scene, officials said.

''"
nyt,nyt_2_may25,shooter,"A gunman shot and killed horrifically, incomprehensibly,'' Gov. Greg Abbott said in a news conference."
nyt,nyt_2_may25,victim,"A gunman shot and killed horrifically, incomprehensibly,'' Gov. Greg Abbott said in a news conference."
nyt,nyt_2_may25,victim,"As terrified parents in Uvalde, a small city west of San Antonio, waited for word of terrified parents in Uvalde's children's safety and law enforcement officials raced to piece together how the deadliest American school shooting since the massacre at Sandy Hook Elementary a decade ago had transpired, the deadliest American school shooting since the massacre at Sandy Hook Elementary a decade ago was deepening a national political debate over gun laws and the prevalence of weapons."
nyt,nyt_2_may25,shooter,"Ten days earlier, a gunman fatally shot 10 people inside a Buffalo grocery store."
nyt,nyt_2_may25,victim,"Ten days earlier, a gunman fatally shot 10 people inside a Buffalo grocery store."
nyt,nyt_5_may25,victim,"The massacre in which 14 children and a teacher were killed at an elementary school in Uvalde, Texas, on May 24 was the deadliest mass shooting in the United States so far this year."
nyt,nyt_5_may25,victim,"The massacre in which 14 children and a teacher were killed at an elementary school in Uvalde, Texas, on May 24 happened just 10 days after 10 people were shot and killed in a supermarket in Buffalo."
nyt,nyt_5_may25,victim,"The Gun Violence Archive, a nonprofit organization, counted at least 215 such shootings, defined as one in which four or more people were killed or injured, through mid-May."
nyt,nyt_5_may25,victim,"Of at least 215 such shootings, defined as one in which four or more people were killed or injured, through mid-May, 10 involved four or more fatalities."
nyt,nyt_5_may25,shooter,"A gunman walked into an elementary school in Uvalde, Texas, and killed 14 children and a teacher, Gov. Greg Abbott of Texas said at a news conference shortly after The massacre in which 14 children and a teacher were killed at an elementary school in Uvalde, Texas, on May 24."
nyt,nyt_5_may25,victim,"A gunman walked into an elementary school in Uvalde, Texas, and killed 14 children and a teacher, Gov. Greg Abbott of Texas said at a news conference shortly after The massacre in which 14 children and a teacher were killed at an elementary school in Uvalde, Texas, on May 24."
nyt,nyt_6_may25,shooter,"The gunman who the attack 19 children and two teachers in a rural Texas elementary school on Tuesday entered a rural Texas elementary school despite being confronted by an armed school security officer, then wounded two responding police officers and engaged in a standoff inside a rural Texas elementary school for over an hour, state police officials said."
nyt,nyt_6_may25,victim,"The gunman who the attack 19 children and two teachers in a rural Texas elementary school on Tuesday entered a rural Texas elementary school despite being confronted by an armed school security officer, then wounded two responding police officers and engaged in a standoff inside a rural Texas elementary school for over an hour, state police officials said."
nyt,nyt_6_may25,shooter,"What began around 11:30 a.m., with the first report of an armed man approaching a rural Texas elementary school, ended as two responding police officers breached a pair of adjoining classrooms and killed The gunman who killed 19 children and two teachers in a rural Texas elementary school on Tuesday just after 1 p.m., state police officials said."
nyt,nyt_6_may25,victim,"What began around 11:30 a.m., with the first report of an armed man approaching a rural Texas elementary school, ended as two responding police officers breached a pair of adjoining classrooms and killed The gunman who killed 19 children and two teachers in a rural Texas elementary school on Tuesday just after 1 p.m., state police officials said."
nyt,nyt_6_may25,victim,"It was not known how many were killed in the first minutes of the massacre, which was the deadliest in an American school since 20 children and six educators were shot to death at Sandy Hook Elementary School in Newtown, Conn., in 2012."
nyt,nyt_6_may25,shooter,But officials said that two responding police officers had successfully contained The gunman who killed 19 children and two teachers in a rural Texas elementary school on Tuesday until more specially trained officers could arrive.
nyt,nyt_6_may25,victim,But officials said that two responding police officers had successfully contained The gunman who killed 19 children and two teachers in a rural Texas elementary school on Tuesday until more specially trained officers could arrive.
nyt,nyt_11_may26,shooter,"Hours after the worst school shooting in a decade took place in Senator Ted Cruz of Texas's home state, Senator Ted Cruz of Texas acknowledged that there were ''way too many of these horrific mass murders'' and suggested a possible solution: putting armed law enforcement on campuses."
nyt,nyt_11_may26,shooter,"In the aftermath of Tuesday's school massacre in Uvalde, Texas, where an 18-year-old gunman killed 19 children and two teachers, Senator Ted Cruz of Texas remained unapologetic in Senator Ted Cruz of Texas's broad opposition to gun control measures."
nyt,nyt_11_may26,victim,"In the aftermath of Tuesday's school massacre in Uvalde, Texas, where an 18-year-old gunman killed 19 children and two teachers, Senator Ted Cruz of Texas remained unapologetic in Senator Ted Cruz of Texas's broad opposition to gun control measures."
nyt,nyt_20_may26,victim,"And now 19 elementary school students killed in Uvalde, Texas."
nyt,nyt_20_may26,victim,"The next day another angry man walked into a Presbyterian church in Laguna Woods, California, and killed one person and wounded five others."
nyt,nyt_20_may26,victim,"The misery mounts, and yet nothing changes, leaving Americans with little more to do than keep lists, mental spreadsheets of death that treat events like Uvalde, Texas as just another morbid tally with superlatives like ''second-deadliest shooting in an elementary school.''"
nyt,nyt_20_may26,victim,"Each event evokes some atrocity from the past, the exact details of each shooting growing more indistinct by the year: The latest death toll of 21 at Robb Elementary School in Texas surpasses the shooting in Parkland, Fla., in 2018, when 17 people were killed."
nyt,nyt_20_may26,victim,"The latest death toll of 21 at Robb Elementary School in Texas falls short of the deadliest school shooting -- 26 people killed at Sandy Hook in Newtown, Conn."
wsj,wsj_6_may26,shooter,"The gunman who killed 19 students and two teachers in an elementary school here had a confrontation with an armed security guard before getting into an elementary school here and sent a private Facebook message about The gunman who killed 19 students and two teachers in an elementary school here's intention to commit the mass shooting minutes before driving there, officials said Wednesday."
wsj,wsj_6_may26,victim,"The gunman who killed 19 students and two teachers in an elementary school here had a confrontation with an armed security guard before getting into an elementary school here and sent a private Facebook message about The gunman who killed 19 students and two teachers in an elementary school here's intention to commit the mass shooting minutes before driving there, officials said Wednesday."
wsj,wsj_6_may26,shooter,"The gunman who killed 19 students and two teachers in an elementary school here wrote on Facebook Tuesday morning to a teenage girl overseas that The gunman who killed 19 students and two teachers in an elementary school here was going to shoot The gunman who killed 19 students and two teachers in an elementary school here's grandmother, and then said The gunman who killed 19 students and two teachers in an elementary school here had shot his grandmother after doing so, according to Texas Gov. Greg Abbott and a law-enforcement official with knowledge of the investigation."
wsj,wsj_6_may26,victim,"The gunman who killed 19 students and two teachers in an elementary school here wrote on Facebook Tuesday morning to a teenage girl overseas that The gunman who killed 19 students and two teachers in an elementary school here was going to shoot The gunman who killed 19 students and two teachers in an elementary school here's grandmother, and then said The gunman who killed 19 students and two teachers in an elementary school here had shot his grandmother after doing so, according to Texas Gov. Greg Abbott and a law-enforcement official with knowledge of the investigation."
wsj,wsj_6_may26,shooter,"Less than 15 minutes before arriving at an elementary school here, The gunman who killed 19 students and two teachers in an elementary school here wrote that The gunman who killed 19 students and two teachers in an elementary school here was going to go ""shoot up an elementary school,"" Texas Gov. Greg Abbott and a law-enforcement official with knowledge of the investigation said."
wsj,wsj_6_may26,victim,"Less than 15 minutes before arriving at an elementary school here, The gunman who killed 19 students and two teachers in an elementary school here wrote that The gunman who killed 19 students and two teachers in an elementary school here was going to go ""shoot up an elementary school,"" Texas Gov. Greg Abbott and a law-enforcement official with knowledge of the investigation said."
wsj,wsj_6_may26,shooter,"The gunman who killed 19 students and two teachers in an elementary school here ultimately barricaded The gunman who killed 19 students and two teachers in an elementary school here in a two-room fourth-grade classroom that 19 students and two teachers shared, law-enforcement officials said, and was killed there Tuesday after a shootout with an elite team of Border Patrol agents."
wsj,wsj_6_may26,victim,"The gunman who killed 19 students and two teachers in an elementary school here ultimately barricaded The gunman who killed 19 students and two teachers in an elementary school here in a two-room fourth-grade classroom that 19 students and two teachers shared, law-enforcement officials said, and was killed there Tuesday after a shootout with an elite team of Border Patrol agents."
wsj,wsj_7_may26,victim,"The National Rifle Association's's annual meeting is set to begin Friday in Houston, days after the deadly school shooting in Uvalde, Texas, drawing criticism from gun-control advocates and others."
wsj,wsj_7_may26,victim,"""As The National Rifle Association's gather in Houston, The National Rifle Association's will reflect on these events, pray for the victims, recognize The National Rifle Association's's patriotic members and pledge to redouble The National Rifle Association's's commitment to making our schools secure,"" The National Rifle Association's said Wednesday."
wsj,wsj_25_may27,shooter,"Local residents voiced anger about the time it took to end the mass shooting at an Uvalde, Texas, elementary school, as police laid out a fresh timeline that showed the gunman entered an Uvalde, Texas, elementary school unobstructed after lingering outside for 12 minutes firing shots."
wsj,wsj_25_may27,victim,"Local residents voiced anger about the time it took to end the mass shooting at an Uvalde, Texas, elementary school, as police laid out a fresh timeline that showed the gunman entered an Uvalde, Texas, elementary school unobstructed after lingering outside for 12 minutes firing shots."
wsj,wsj_2_may26,shooter,"The Border Patrol agent who killed the mass shooter at an elementary school here Tuesday belonged to a small, elite team that has a presence in this town and responded to calls about the incident on local police radio."
wsj,wsj_2_may26,victim,"The Border Patrol agent who killed the mass shooter at an elementary school here Tuesday belonged to a small, elite team that has a presence in this town and responded to calls about the incident on local police radio."
wsj,wsj_2_may26,shooter,"The Border Patrol agent who killed the mass shooter at an elementary school here Tuesday and two colleagues who confronted the mass shooter at an elementary school here Tuesday belong to the Border Patrol Tactical Unit, known as Bortac."
wsj,wsj_2_may26,victim,"The Border Patrol agent who killed the mass shooter at an elementary school here Tuesday and two colleagues who confronted the mass shooter at an elementary school here Tuesday belong to the Border Patrol Tactical Unit, known as Bortac."
wsj,wsj_2_may26,shooter,"Initially, the a small, elite team that has a presence in this town and responded to calls about the incident on local police radio agents couldn't get into the classroom where the mass shooter at an elementary school here Tuesday locked the mass shooter at an elementary school here Tuesday because of a steel door and cinder block construction."
wsj,wsj_2_may26,shooter,"Its roughly 240 agents got a master key from the principal and entered the classroom where the shooter locked himself because of a steel door and cinder block construction, the officials said."
wsj,wsj_2_may26,victim,"One a small, elite team that has a presence in this town and responded to calls about the incident on local police radio agent took rounds to Its roughly 240 agents's shield upon entering and a second was wounded by shrapnel."
wsj,wsj_2_may26,shooter,A third killed the mass shooter at an elementary school here Tuesday.
wsj,wsj_2_may26,victim,A third killed the mass shooter at an elementary school here Tuesday.
wsj,wsj_16_may26,shooter,"The gunman who the mass shooting 19 students and two teachers at an elementary school in Uvalde, Texas, had a confrontation with an armed security guard before getting into the building and sent a private Facebook message about The gunman who killed 19 students and two teachers at an elementary school in Uvalde, Texas,'s intention to commit the mass shooting minutes before driving there, officials said."
wsj,wsj_16_may26,victim,"The gunman who the mass shooting 19 students and two teachers at an elementary school in Uvalde, Texas, had a confrontation with an armed security guard before getting into the building and sent a private Facebook message about The gunman who killed 19 students and two teachers at an elementary school in Uvalde, Texas,'s intention to commit the mass shooting minutes before driving there, officials said."
wsj,wsj_16_may26,victim,"An Iranian Revolutionary Guard officer who was shot dead in Tehran on Sunday led Iranian Revolutionary Guard's efforts to assassinate opponents of Iran around the world, according to people familiar with the matter."
wsj,wsj_16_may26,shooter,"Iran secured access to secret U.N. atomic agency reports almost two decades ago that helped Iran conceal suspected past work on nuclear weapons, according to Middle East intelligence officials and documents reviewed by The Wall Street Journal."
wsj,wsj_23_may31,victim,"Rolando Rodriguez had few words to describe how Rolando Rodriguez was feeling as Rolando Rodriguez turned out Monday to some of the first of the funeral events for the 21 victims, including Rolando Rodriguez's grandson, the shooting down in their elementary school last week."
wsj,wsj_23_may31,victim,"some of the first of the funeral events for the 21 victims, including his grandson, gunned down in their elementary school last week began in Uvalde on Monday, the final day of a scorching holiday weekend marked by anger and despair, as townspeople continued to grapple with the impact of the violence and unanswered questions surrounding the law-enforcement response to the shooting."
wsj,wsj_23_may31,victim,"Ultimately, the 21 victims, including his grandson, gunned down in their elementary school last week were killed."
wsj,wsj_10_may27,shooter,"Local residents voiced anger Thursday about the time it took to end the mass shooting at an elementary school here, as police laid out a fresh timeline that showed the gunman entered an elementary school here unobstructed after lingering outside for 12 minutes firing shots."
wsj,wsj_10_may27,victim,"Local residents voiced anger Thursday about the time it took to end the mass shooting at an elementary school here, as police laid out a fresh timeline that showed the gunman entered an elementary school here unobstructed after lingering outside for 12 minutes firing shots."
wsj,wsj_10_may27,shooter,"Victor Escalon, a regional director for the Texas Department of Public Safety, gave a new timeline of how the gunman walked into an elementary school here, barricaded the gunman in a classroom and killed 19 children and two teachers."
wsj,wsj_10_may27,victim,"Victor Escalon, a regional director for the Texas Department of Public Safety, gave a new timeline of how the gunman walked into an elementary school here, barricaded the gunman in a classroom and killed 19 children and two teachers."
wsj,wsj_10_may27,shooter,"Victor Escalon, a regional director for the Texas Department of Public Safety, said Victor Escalon, a regional director for the Texas Department of Public Safety, couldn't say why no one stopped the gunman from entering an elementary school here during the time it took to end the mass shooting at an elementary school here."
wsj,wsj_10_may27,shooter,"Most of the shots the gunman fired came during the first several minutes after the gunman entered an elementary school here, Victor Escalon, a regional director for the Texas Department of Public Safety, said."
wsj,wsj_10_may27,victim,"Most of the shots the gunman fired came during the first several minutes after the gunman entered an elementary school here, Victor Escalon, a regional director for the Texas Department of Public Safety, said."
wsj,wsj_10_may27,shooter,"People who arrived at an elementary school here while the gunman locked the gunman in a classroom, or who saw videos of police waiting outside, were furious."
wsj,wsj_24_may31,victim,"Funeral events began in Uvalde, Texas, for the 21 victims of a local elementary-school shooting last week as townspeople continued to grapple with the impact of the violence and unanswered questions about law enforcement's response to a local elementary-school shooting last week."
wsj,wsj_15_may28,shooter,"Police who responded to the mass shooting at an Uvalde, Texas, elementary school waited around an hour to enter the classroom where the gunman had locked the gunman because a commander on scene incorrectly thought no lives were at risk, the director of the Texas Department of Public Safety said."
wsj,wsj_4_may26,victim,Rojelio Torres was among the 19 children killed this week at Robb Elementary School in the deadliest school shooting in a decade.
wsj,wsj_4_may26,shooter,"When a gunman the deadliest school shooting in a decade fire Tuesday in a classroom using a semiautomatic weapon, killing 19 children and two teachers, a gunman sent tragedy ricocheting through this normally sleepy town an hour from the Mexican border."
wsj,wsj_4_may26,victim,"When a gunman the deadliest school shooting in a decade fire Tuesday in a classroom using a semiautomatic weapon, killing 19 children and two teachers, a gunman sent tragedy ricocheting through this normally sleepy town an hour from the Mexican border."
wsj,wsj_4_may26,victim,"Polly Flores lost two nieces in the deadliest school shooting in a decade, Jackie Cazares and Annabell Rodriguez."
wsj,wsj_9_may27,shooter,"The killing of 19 children and two teachers at an elementary school in Uvalde Texas, makes this year the third most deadly for active school-shooter events going back to 1970."
wsj,wsj_9_may27,victim,"The killing of 19 children and two teachers at an elementary school in Uvalde Texas, makes this year the third most deadly for active school-shooter events going back to 1970."
wsj,wsj_9_may27,victim,"Since then, 188 people have been killed in school shootings."
wsj,wsj_9_may27,victim,"With the current death toll, The killing of 19 children and two teachers at an elementary school in Uvalde Texas is the deadliest at a U.S. school since the one in 2012 at Sandy Hook Elementary School in Newtown, Conn., where 20 children and six staff members died."
wsj,wsj_9_may27,victim,"In 2018, an attack at a high school in Parkland, Fla., left 17 students and staff dead."
wsj,wsj_13_may28,shooter,"Salvador Ramos, the 18-year-old identified by authorities as the shooter, had legally purchased two AR-15 style semiautomatic weapons within a week of Salvador Ramos, the 18-year-old identified by authorities as the shooter,'s recent birthday, including the rifle used in the mass shooting at an elementary school four hours away, according to officials."
