outlet,article_id,entity_type,sentence,phrase,cluster_id
cnn,cnn_13_may25,shooter,"According to screenshots reviewed by CNN and an interview with the 15-year-old girl -- who said a girl who lives in Germany had been in contact with the 18-year-old gunman for weeks -- the 18-year-old gunman complained about the 18-year-old gunman's grandmother being ""on the phone with AT&T abojt (sic) the 18-year-old gunman's phone.",lives in Germany,-1
cnn,cnn_13_may25,shooter,"According to screenshots reviewed by CNN and an interview with the 15-year-old girl -- who said a girl who lives in Germany had been in contact with the 18-year-old gunman for weeks -- the 18-year-old gunman complained about the 18-year-old gunman's grandmother being ""on the phone with AT&T abojt (sic) the 18-year-old gunman's phone.",for weeks,0
cnn,cnn_13_may25,victim,"According to screenshots reviewed by CNN and an interview with the 15-year-old girl -- who said a girl who lives in Germany had been in contact with the 18-year-old gunman for weeks -- the 18-year-old gunman complained about the 18-year-old gunman's grandmother being ""on the phone with AT&T abojt (sic) the 18-year-old gunman's phone.",15-year-old girl,0
cnn,cnn_13_may25,victim,"According to screenshots reviewed by CNN and an interview with the 15-year-old girl -- who said a girl who lives in Germany had been in contact with the 18-year-old gunman for weeks -- the 18-year-old gunman complained about the 18-year-old gunman's grandmother being ""on the phone with AT&T abojt (sic) the 18-year-old gunman's phone.",18-year-old gunman,0
cnn,cnn_13_may25,victim,"According to screenshots reviewed by CNN and an interview with the 15-year-old girl -- who said a girl who lives in Germany had been in contact with the 18-year-old gunman for weeks -- the 18-year-old gunman complained about the 18-year-old gunman's grandmother being ""on the phone with AT&T abojt (sic) the 18-year-old gunman's phone.",in contact,0
cnn,cnn_13_may25,victim,"According to screenshots reviewed by CNN and an interview with the 15-year-old girl -- who said a girl who lives in Germany had been in contact with the 18-year-old gunman for weeks -- the 18-year-old gunman complained about the 18-year-old gunman's grandmother being ""on the phone with AT&T abojt (sic) the 18-year-old gunman's phone.",complained,-1
cnn,cnn_13_may25,victim,"According to screenshots reviewed by CNN and an interview with the 15-year-old girl -- who said a girl who lives in Germany had been in contact with the 18-year-old gunman for weeks -- the 18-year-old gunman complained about the 18-year-old gunman's grandmother being ""on the phone with AT&T abojt (sic) the 18-year-old gunman's phone.",grandmother,0
cnn,cnn_13_may25,victim,"According to screenshots reviewed by CNN and an interview with the 15-year-old girl -- who said a girl who lives in Germany had been in contact with the 18-year-old gunman for weeks -- the 18-year-old gunman complained about the 18-year-old gunman's grandmother being ""on the phone with AT&T abojt (sic) the 18-year-old gunman's phone.",on the phone,0
cnn,cnn_13_may25,shooter,"""

""It's annoying,"" the 18-year-old gunman texted.",annoying,-1
cnn,cnn_13_may25,shooter,"""

""It's annoying,"" the 18-year-old gunman texted.",18-year-old,0
cnn,cnn_13_may25,shooter,"""

""It's annoying,"" the 18-year-old gunman texted.",gunman,0
cnn,cnn_13_may25,shooter,"""

""It's annoying,"" the 18-year-old gunman texted.",texted,0
cnn,cnn_13_may25,shooter,"Six minutes later, the 18-year-old gunman texted: ""the 18-year-old gunman just shot the 18-year-old gunman's grandma in his grandmother's head.""",18-year-old gunman,0
cnn,cnn_13_may25,shooter,"Six minutes later, the 18-year-old gunman texted: ""the 18-year-old gunman just shot the 18-year-old gunman's grandma in his grandmother's head.""",just shot,0
cnn,cnn_13_may25,shooter,"Six minutes later, the 18-year-old gunman texted: ""the 18-year-old gunman just shot the 18-year-old gunman's grandma in his grandmother's head.""",his grandmother's head,0
cnn,cnn_13_may25,victim,"Six minutes later, the 18-year-old gunman texted: ""the 18-year-old gunman just shot the 18-year-old gunman's grandma in his grandmother's head.""",18-year-old gunman,0
cnn,cnn_13_may25,victim,"Six minutes later, the 18-year-old gunman texted: ""the 18-year-old gunman just shot the 18-year-old gunman's grandma in his grandmother's head.""",shot his grandmother,0
cnn,cnn_13_may25,victim,"Six minutes later, the 18-year-old gunman texted: ""the 18-year-old gunman just shot the 18-year-old gunman's grandma in his grandmother's head.""",in his grandmother's head,0
cnn,cnn_13_may25,shooter,"Seconds after that, the 18-year-old gunman said, ""the 18-year-old gunmanma go shoot up a(n) elementary school rn (right now).",18-year-old gunman,0
cnn,cnn_13_may25,shooter,"Seconds after that, the 18-year-old gunman said, ""the 18-year-old gunmanma go shoot up a(n) elementary school rn (right now).",go shoot up,0
cnn,cnn_13_may25,shooter,"Seconds after that, the 18-year-old gunman said, ""the 18-year-old gunmanma go shoot up a(n) elementary school rn (right now).",elementary school,0
cnn,cnn_13_may25,shooter,"Seconds after that, the 18-year-old gunman said, ""the 18-year-old gunmanma go shoot up a(n) elementary school rn (right now).",right now,-1
cnn,cnn_24_may25,victim,"The deliberations come as the country mourns another tragedy, victims of gun violence plea for more action, and the political branches seem forever divided on a path forward.",another tragedy,0
cnn,cnn_24_may25,victim,"The deliberations come as the country mourns another tragedy, victims of gun violence plea for more action, and the political branches seem forever divided on a path forward.",victims of gun violence,0
cnn,cnn_24_may25,victim,"The deliberations come as the country mourns another tragedy, victims of gun violence plea for more action, and the political branches seem forever divided on a path forward.",plea for more action,0
cnn,cnn_24_may25,victim,"The deliberations come as the country mourns another tragedy, victims of gun violence plea for more action, and the political branches seem forever divided on a path forward.",political branches divided,-1
cnn,cnn_24_may25,victim,"The deliberations come as the country mourns another tragedy, victims of gun violence plea for more action, and the political branches seem forever divided on a path forward.",path forward,-1
cnn,cnn_1_may24,shooter,"A suspect is in custody after a shooting incident at Robb Elementary School in Uvalde, Texas, left at least two dead and injured 14 people, including students, authorities said.",suspect in custody,0
cnn,cnn_1_may24,shooter,"A suspect is in custody after a shooting incident at Robb Elementary School in Uvalde, Texas, left at least two dead and injured 14 people, including students, authorities said.",shooting incident,0
cnn,cnn_1_may24,shooter,"A suspect is in custody after a shooting incident at Robb Elementary School in Uvalde, Texas, left at least two dead and injured 14 people, including students, authorities said.",at Robb Elementary School,0
cnn,cnn_1_may24,shooter,"A suspect is in custody after a shooting incident at Robb Elementary School in Uvalde, Texas, left at least two dead and injured 14 people, including students, authorities said.",left at least two dead,0
cnn,cnn_1_may24,shooter,"A suspect is in custody after a shooting incident at Robb Elementary School in Uvalde, Texas, left at least two dead and injured 14 people, including students, authorities said.",injured 14 people,0
cnn,cnn_1_may24,shooter,"A suspect is in custody after a shooting incident at Robb Elementary School in Uvalde, Texas, left at least two dead and injured 14 people, including students, authorities said.",including students,0
cnn,cnn_1_may24,victim,"A suspect is in custody after a shooting incident at Robb Elementary School in Uvalde, Texas, left at least two dead and injured 14 people, including students, authorities said.",at least two dead,0
cnn,cnn_1_may24,victim,"A suspect is in custody after a shooting incident at Robb Elementary School in Uvalde, Texas, left at least two dead and injured 14 people, including students, authorities said.",injured 14 people,0
cnn,cnn_1_may24,victim,"A suspect is in custody after a shooting incident at Robb Elementary School in Uvalde, Texas, left at least two dead and injured 14 people, including students, authorities said.",including students,0
cnn,cnn_1_may24,shooter,"The Uvalde Consolidated Independent School District (UCISD) posted about an ""active shooter"" at Robb Elementary School in Uvalde, Texas, at 12:17 p.m. local time and said law enforcement was on site.",active shooter,0
cnn,cnn_1_may24,shooter,"The Uvalde Consolidated Independent School District (UCISD) posted about an ""active shooter"" at Robb Elementary School in Uvalde, Texas, at 12:17 p.m. local time and said law enforcement was on site.",law enforcement,0
cnn,cnn_1_may24,shooter,"The Uvalde Consolidated Independent School District (UCISD) posted about an ""active shooter"" at Robb Elementary School in Uvalde, Texas, at 12:17 p.m. local time and said law enforcement was on site.",on site,0
cnn,cnn_1_may24,shooter,"A suspect was taken into custody as of 1:06 p.m. local time, according to the Uvalde Police Department.",taken into custody,0
cnn,cnn_1_may24,shooter,"A suspect was taken into custody as of 1:06 p.m. local time, according to the Uvalde Police Department.",suspect,0
cnn,cnn_1_may24,shooter,"A suspect was taken into custody as of 1:06 p.m. local time, according to the Uvalde Police Department.",Uvalde Police Department,0
cnn,cnn_1_may24,shooter,"A suspect was taken into custody as of 1:06 p.m. local time, according to the Uvalde Police Department.",1:06 p.m. local time,0
cnn,cnn_5_may24,shooter,An 18-year-old gunman on Tuesday fatally,18-year-old,0
cnn,cnn_5_may24,shooter,An 18-year-old gunman on Tuesday fatally,gunman,0
cnn,cnn_5_may24,shooter,An 18-year-old gunman on Tuesday fatally,fatally,0
cnn,cnn_5_may24,shooter,"The shooting 18 children and an adult at a Texas elementary school before An 18-year-old gunman was killed by law enforcement officers, officials said.",shooting 18 children,0
cnn,cnn_5_may24,shooter,"The shooting 18 children and an adult at a Texas elementary school before An 18-year-old gunman was killed by law enforcement officers, officials said.",an adult,0
cnn,cnn_5_may24,shooter,"The shooting 18 children and an adult at a Texas elementary school before An 18-year-old gunman was killed by law enforcement officers, officials said.",Texas elementary school,0
cnn,cnn_5_may24,shooter,"The shooting 18 children and an adult at a Texas elementary school before An 18-year-old gunman was killed by law enforcement officers, officials said.",18-year-old gunman,0
cnn,cnn_5_may24,shooter,"The shooting 18 children and an adult at a Texas elementary school before An 18-year-old gunman was killed by law enforcement officers, officials said.",killed by law enforcement officers,0
cnn,cnn_5_may24,victim,"The shooting 18 children and an adult at a Texas elementary school before An 18-year-old gunman was killed by law enforcement officers, officials said.",18 children,0
cnn,cnn_5_may24,victim,"The shooting 18 children and an adult at a Texas elementary school before An 18-year-old gunman was killed by law enforcement officers, officials said.",an adult,0
cnn,cnn_5_may24,victim,"The shooting 18 children and an adult at a Texas elementary school before An 18-year-old gunman was killed by law enforcement officers, officials said.",Texas elementary school,0
cnn,cnn_5_may24,victim,"The shooting 18 children and an adult at a Texas elementary school before An 18-year-old gunman was killed by law enforcement officers, officials said.",18-year-old gunman,0
cnn,cnn_5_may24,victim,"The shooting 18 children and an adult at a Texas elementary school before An 18-year-old gunman was killed by law enforcement officers, officials said.",killed by law enforcement officers,0
cnn,cnn_5_may24,shooter,"The shooter -- identified by Texas officials as Salvador Ramos, of Uvalde -- also shot An 18-year-old gunman's grandmother before going to a Texas elementary school, three law enforcement sources told CNN.",identified by Texas officials,0
cnn,cnn_5_may24,shooter,"The shooter -- identified by Texas officials as Salvador Ramos, of Uvalde -- also shot An 18-year-old gunman's grandmother before going to a Texas elementary school, three law enforcement sources told CNN.",Salvador Ramos,0
cnn,cnn_5_may24,shooter,"The shooter -- identified by Texas officials as Salvador Ramos, of Uvalde -- also shot An 18-year-old gunman's grandmother before going to a Texas elementary school, three law enforcement sources told CNN.",18-year-old gunman,0
cnn,cnn_5_may24,shooter,"The shooter -- identified by Texas officials as Salvador Ramos, of Uvalde -- also shot An 18-year-old gunman's grandmother before going to a Texas elementary school, three law enforcement sources told CNN.",shot grandmother,0
cnn,cnn_5_may24,shooter,"The shooter -- identified by Texas officials as Salvador Ramos, of Uvalde -- also shot An 18-year-old gunman's grandmother before going to a Texas elementary school, three law enforcement sources told CNN.",went to Texas elementary school,0
cnn,cnn_5_may24,victim,"The shooter -- identified by Texas officials as Salvador Ramos, of Uvalde -- also shot An 18-year-old gunman's grandmother before going to a Texas elementary school, three law enforcement sources told CNN.",18-year-old gunman,0
cnn,cnn_5_may24,victim,"The shooter -- identified by Texas officials as Salvador Ramos, of Uvalde -- also shot An 18-year-old gunman's grandmother before going to a Texas elementary school, three law enforcement sources told CNN.",shot grandmother,0
cnn,cnn_5_may24,victim,"The shooter -- identified by Texas officials as Salvador Ramos, of Uvalde -- also shot An 18-year-old gunman's grandmother before going to a Texas elementary school, three law enforcement sources told CNN.",Texas elementary school,0
cnn,cnn_5_may24,victim,"The shooter -- identified by Texas officials as Salvador Ramos, of Uvalde -- also shot An 18-year-old gunman's grandmother before going to a Texas elementary school, three law enforcement sources told CNN.",identified by Texas officials,0
cnn,cnn_5_may24,victim,"The shooter -- identified by Texas officials as Salvador Ramos, of Uvalde -- also shot An 18-year-old gunman's grandmother before going to a Texas elementary school, three law enforcement sources told CNN.",Salvador Ramos,0
cnn,cnn_5_may24,victim,"The shooter -- identified by Texas officials as Salvador Ramos, of Uvalde -- also shot An 18-year-old gunman's grandmother before going to a Texas elementary school, three law enforcement sources told CNN.",of Uvalde,0
cnn,cnn_5_may24,shooter,"An 18-year-old gunman is believed to have acted alone, Uvalde Police Chief Pete Arredondo said.",18-year-old gunman,0
cnn,cnn_5_may24,shooter,"An 18-year-old gunman is believed to have acted alone, Uvalde Police Chief Pete Arredondo said.",acted alone,0
cnn,cnn_5_may24,victim,"The shooting was the deadliest at an elementary school since the Sandy Hook massacre in Connecticut in 2012 that left 26 people dead, including 20 children between 6 and 7 years old.",deadliest at an elementary school,0
cnn,cnn_5_may24,victim,"The shooting was the deadliest at an elementary school since the Sandy Hook massacre in Connecticut in 2012 that left 26 people dead, including 20 children between 6 and 7 years old.",Sandy Hook massacre,0
cnn,cnn_5_may24,victim,"The shooting was the deadliest at an elementary school since the Sandy Hook massacre in Connecticut in 2012 that left 26 people dead, including 20 children between 6 and 7 years old.",26 people dead,0
cnn,cnn_5_may24,victim,"The shooting was the deadliest at an elementary school since the Sandy Hook massacre in Connecticut in 2012 that left 26 people dead, including 20 children between 6 and 7 years old.",20 children,0
cnn,cnn_5_may24,victim,"The shooting was the deadliest at an elementary school since the Sandy Hook massacre in Connecticut in 2012 that left 26 people dead, including 20 children between 6 and 7 years old.",between 6 and 7 years old,0
cnn,cnn_19_may25,victim,Texas Democratic gubernatorial nominee Beto O'Rourke confronted Texas Republican Gov. Greg Abbott and other officials on Wednesday as Texas Republican Gov. Greg Abbott and other officials tried to provide updates on Tuesday's deadly shooting at an elementary school in Texas.,Texas Democratic gubernatorial nominee,0
cnn,cnn_19_may25,victim,Texas Democratic gubernatorial nominee Beto O'Rourke confronted Texas Republican Gov. Greg Abbott and other officials on Wednesday as Texas Republican Gov. Greg Abbott and other officials tried to provide updates on Tuesday's deadly shooting at an elementary school in Texas.,confronted Texas Republican Gov. Greg Abbott,0
cnn,cnn_19_may25,victim,Texas Democratic gubernatorial nominee Beto O'Rourke confronted Texas Republican Gov. Greg Abbott and other officials on Wednesday as Texas Republican Gov. Greg Abbott and other officials tried to provide updates on Tuesday's deadly shooting at an elementary school in Texas.,other officials,0
cnn,cnn_19_may25,victim,Texas Democratic gubernatorial nominee Beto O'Rourke confronted Texas Republican Gov. Greg Abbott and other officials on Wednesday as Texas Republican Gov. Greg Abbott and other officials tried to provide updates on Tuesday's deadly shooting at an elementary school in Texas.,provide updates,-1
cnn,cnn_19_may25,victim,Texas Democratic gubernatorial nominee Beto O'Rourke confronted Texas Republican Gov. Greg Abbott and other officials on Wednesday as Texas Republican Gov. Greg Abbott and other officials tried to provide updates on Tuesday's deadly shooting at an elementary school in Texas.,Tuesday's deadly shooting,0
cnn,cnn_19_may25,victim,Texas Democratic gubernatorial nominee Beto O'Rourke confronted Texas Republican Gov. Greg Abbott and other officials on Wednesday as Texas Republican Gov. Greg Abbott and other officials tried to provide updates on Tuesday's deadly shooting at an elementary school in Texas.,elementary school in Texas,0
cnn,cnn_8_may25,victim,"Nineteen children and two adults were killed in a mass shooting at an elementary school in Uvalde, Texas, Tuesday in what is now the second deadliest school shooting in the US.",Nineteen children,0
cnn,cnn_8_may25,victim,"Nineteen children and two adults were killed in a mass shooting at an elementary school in Uvalde, Texas, Tuesday in what is now the second deadliest school shooting in the US.",two adults,0
cnn,cnn_8_may25,victim,"Nineteen children and two adults were killed in a mass shooting at an elementary school in Uvalde, Texas, Tuesday in what is now the second deadliest school shooting in the US.",mass shooting,0
cnn,cnn_8_may25,victim,"Nineteen children and two adults were killed in a mass shooting at an elementary school in Uvalde, Texas, Tuesday in what is now the second deadliest school shooting in the US.",elementary school,0
cnn,cnn_8_may25,victim,"Nineteen children and two adults were killed in a mass shooting at an elementary school in Uvalde, Texas, Tuesday in what is now the second deadliest school shooting in the US.","Uvalde, Texas",0
cnn,cnn_8_may25,victim,"Nineteen children and two adults were killed in a mass shooting at an elementary school in Uvalde, Texas, Tuesday in what is now the second deadliest school shooting in the US.",second deadliest school shooting,0
cnn,cnn_8_may25,shooter,"The 18-year-old shooter, identified by officials as Salvador Ramos, was shot and killed by responding law enforcement.",18-year-old shooter,0
cnn,cnn_8_may25,shooter,"The 18-year-old shooter, identified by officials as Salvador Ramos, was shot and killed by responding law enforcement.",identified by officials,0
cnn,cnn_8_may25,shooter,"The 18-year-old shooter, identified by officials as Salvador Ramos, was shot and killed by responding law enforcement.",shot and killed,0
cnn,cnn_8_may25,shooter,"The 18-year-old shooter, identified by officials as Salvador Ramos, was shot and killed by responding law enforcement.",responding law enforcement,0
cnn,cnn_8_may25,victim,"The 18-year-old shooter, identified by officials as Salvador Ramos, was shot and killed by responding law enforcement.",18-year-old shooter,0
cnn,cnn_8_may25,victim,"The 18-year-old shooter, identified by officials as Salvador Ramos, was shot and killed by responding law enforcement.",identified by officials,0
cnn,cnn_8_may25,victim,"The 18-year-old shooter, identified by officials as Salvador Ramos, was shot and killed by responding law enforcement.",shot and killed,0
cnn,cnn_8_may25,victim,"The 18-year-old shooter, identified by officials as Salvador Ramos, was shot and killed by responding law enforcement.",responding law enforcement,0
cnn,cnn_8_may25,shooter,"The 18-year-old shooter, identified by officials as Salvador Ramos, arrived at an elementary school in Uvalde, Texas, with a long rifle and wearing body armor, according to Sgt.",18-year-old shooter,0
cnn,cnn_8_may25,shooter,"The 18-year-old shooter, identified by officials as Salvador Ramos, arrived at an elementary school in Uvalde, Texas, with a long rifle and wearing body armor, according to Sgt.",identified by officials,0
cnn,cnn_8_may25,shooter,"The 18-year-old shooter, identified by officials as Salvador Ramos, arrived at an elementary school in Uvalde, Texas, with a long rifle and wearing body armor, according to Sgt.",arrived at an elementary school,0
cnn,cnn_8_may25,shooter,"The 18-year-old shooter, identified by officials as Salvador Ramos, arrived at an elementary school in Uvalde, Texas, with a long rifle and wearing body armor, according to Sgt.","in Uvalde, Texas",0
cnn,cnn_8_may25,shooter,"The 18-year-old shooter, identified by officials as Salvador Ramos, arrived at an elementary school in Uvalde, Texas, with a long rifle and wearing body armor, according to Sgt.",with a long rifle,0
cnn,cnn_8_may25,shooter,"The 18-year-old shooter, identified by officials as Salvador Ramos, arrived at an elementary school in Uvalde, Texas, with a long rifle and wearing body armor, according to Sgt.",wearing body armor,0
cnn,cnn_12_may25,victim,Yeezy Gap has postponed the launch of Yeezy Gap's Balenciaga collection following the deadly shooting at a Texas elementary school.,postponed the launch,-1
cnn,cnn_12_may25,victim,Yeezy Gap has postponed the launch of Yeezy Gap's Balenciaga collection following the deadly shooting at a Texas elementary school.,deadly shooting,0
cnn,cnn_12_may25,victim,Yeezy Gap has postponed the launch of Yeezy Gap's Balenciaga collection following the deadly shooting at a Texas elementary school.,Texas elementary school,0
cnn,cnn_12_may25,victim,"Yeezy Gap posted a message on Yeezy Gap's website Wednesday morning: ""In light of the tragedy in Uvalde, Texas, Yeezy Gap are postponing the launch of its Balenciaga collection following the deadly shooting at a Texas elementary school until Friday, May 27.",tragedy in Uvalde,0
cnn,cnn_12_may25,victim,"Yeezy Gap posted a message on Yeezy Gap's website Wednesday morning: ""In light of the tragedy in Uvalde, Texas, Yeezy Gap are postponing the launch of its Balenciaga collection following the deadly shooting at a Texas elementary school until Friday, May 27.",deadly shooting,0
cnn,cnn_12_may25,victim,"Yeezy Gap posted a message on Yeezy Gap's website Wednesday morning: ""In light of the tragedy in Uvalde, Texas, Yeezy Gap are postponing the launch of its Balenciaga collection following the deadly shooting at a Texas elementary school until Friday, May 27.",Texas elementary school,0
cnn,cnn_12_may25,victim,"Yeezy Gap posted a message on Yeezy Gap's website Wednesday morning: ""In light of the tragedy in Uvalde, Texas, Yeezy Gap are postponing the launch of its Balenciaga collection following the deadly shooting at a Texas elementary school until Friday, May 27.",postponing the launch,-1
cnn,cnn_12_may25,victim,"Yeezy Gap posted a message on Yeezy Gap's website Wednesday morning: ""In light of the tragedy in Uvalde, Texas, Yeezy Gap are postponing the launch of its Balenciaga collection following the deadly shooting at a Texas elementary school until Friday, May 27.",Balenciaga collection,-1
cnn,cnn_12_may25,shooter,"As Yeezy Gap pause, Yeezy Gap's hearts go out to the families and communities impacted.""

An 18-year-old gunman on Tuesday fatally the deadly shooting at a Texas elementary school 19 children and two adults at an elementary school in Uvalde, Texas, before An 18-year-old gunman was killed by law enforcement officers, officials said.",18-year-old gunman,0
cnn,cnn_12_may25,shooter,"As Yeezy Gap pause, Yeezy Gap's hearts go out to the families and communities impacted.""

An 18-year-old gunman on Tuesday fatally the deadly shooting at a Texas elementary school 19 children and two adults at an elementary school in Uvalde, Texas, before An 18-year-old gunman was killed by law enforcement officers, officials said.",fatally shooting,0
cnn,cnn_12_may25,shooter,"As Yeezy Gap pause, Yeezy Gap's hearts go out to the families and communities impacted.""

An 18-year-old gunman on Tuesday fatally the deadly shooting at a Texas elementary school 19 children and two adults at an elementary school in Uvalde, Texas, before An 18-year-old gunman was killed by law enforcement officers, officials said.",deadly shooting,0
cnn,cnn_12_may25,shooter,"As Yeezy Gap pause, Yeezy Gap's hearts go out to the families and communities impacted.""

An 18-year-old gunman on Tuesday fatally the deadly shooting at a Texas elementary school 19 children and two adults at an elementary school in Uvalde, Texas, before An 18-year-old gunman was killed by law enforcement officers, officials said.",killed by law enforcement,0
cnn,cnn_12_may25,shooter,"As Yeezy Gap pause, Yeezy Gap's hearts go out to the families and communities impacted.""

An 18-year-old gunman on Tuesday fatally the deadly shooting at a Texas elementary school 19 children and two adults at an elementary school in Uvalde, Texas, before An 18-year-old gunman was killed by law enforcement officers, officials said.",elementary school,0
cnn,cnn_12_may25,shooter,"As Yeezy Gap pause, Yeezy Gap's hearts go out to the families and communities impacted.""

An 18-year-old gunman on Tuesday fatally the deadly shooting at a Texas elementary school 19 children and two adults at an elementary school in Uvalde, Texas, before An 18-year-old gunman was killed by law enforcement officers, officials said.","Uvalde, Texas",0
cnn,cnn_12_may25,victim,"As Yeezy Gap pause, Yeezy Gap's hearts go out to the families and communities impacted.""

An 18-year-old gunman on Tuesday fatally the deadly shooting at a Texas elementary school 19 children and two adults at an elementary school in Uvalde, Texas, before An 18-year-old gunman was killed by law enforcement officers, officials said.",18-year-old gunman,0
cnn,cnn_12_may25,victim,"As Yeezy Gap pause, Yeezy Gap's hearts go out to the families and communities impacted.""

An 18-year-old gunman on Tuesday fatally the deadly shooting at a Texas elementary school 19 children and two adults at an elementary school in Uvalde, Texas, before An 18-year-old gunman was killed by law enforcement officers, officials said.",fatally shooting,0
cnn,cnn_12_may25,victim,"As Yeezy Gap pause, Yeezy Gap's hearts go out to the families and communities impacted.""

An 18-year-old gunman on Tuesday fatally the deadly shooting at a Texas elementary school 19 children and two adults at an elementary school in Uvalde, Texas, before An 18-year-old gunman was killed by law enforcement officers, officials said.",19 children,0
cnn,cnn_12_may25,victim,"As Yeezy Gap pause, Yeezy Gap's hearts go out to the families and communities impacted.""

An 18-year-old gunman on Tuesday fatally the deadly shooting at a Texas elementary school 19 children and two adults at an elementary school in Uvalde, Texas, before An 18-year-old gunman was killed by law enforcement officers, officials said.",two adults,0
cnn,cnn_12_may25,victim,"As Yeezy Gap pause, Yeezy Gap's hearts go out to the families and communities impacted.""

An 18-year-old gunman on Tuesday fatally the deadly shooting at a Texas elementary school 19 children and two adults at an elementary school in Uvalde, Texas, before An 18-year-old gunman was killed by law enforcement officers, officials said.",elementary school,0
cnn,cnn_12_may25,victim,"As Yeezy Gap pause, Yeezy Gap's hearts go out to the families and communities impacted.""

An 18-year-old gunman on Tuesday fatally the deadly shooting at a Texas elementary school 19 children and two adults at an elementary school in Uvalde, Texas, before An 18-year-old gunman was killed by law enforcement officers, officials said.","Uvalde, Texas",0
cnn,cnn_12_may25,victim,"As Yeezy Gap pause, Yeezy Gap's hearts go out to the families and communities impacted.""

An 18-year-old gunman on Tuesday fatally the deadly shooting at a Texas elementary school 19 children and two adults at an elementary school in Uvalde, Texas, before An 18-year-old gunman was killed by law enforcement officers, officials said.",killed by law enforcement,0
cnn,cnn_12_may25,victim,"Tuesday's massacre is the second-deadliest school shooting since 2012, when 26 children and adults were killed at Sandy Hook Elementary School.",second-deadliest school shooting,0
cnn,cnn_12_may25,victim,"Tuesday's massacre is the second-deadliest school shooting since 2012, when 26 children and adults were killed at Sandy Hook Elementary School.",26 children and adults,0
cnn,cnn_12_may25,victim,"Tuesday's massacre is the second-deadliest school shooting since 2012, when 26 children and adults were killed at Sandy Hook Elementary School.",killed at Sandy Hook Elementary School,0
cnn,cnn_12_may25,victim,"the deadly shooting at a Texas elementary school is at least the 30th shooting at a K-12 school in 2022, according to a CNN tally.",deadly shooting,0
cnn,cnn_12_may25,victim,"the deadly shooting at a Texas elementary school is at least the 30th shooting at a K-12 school in 2022, according to a CNN tally.",Texas elementary school,0
cnn,cnn_12_may25,victim,"the deadly shooting at a Texas elementary school is at least the 30th shooting at a K-12 school in 2022, according to a CNN tally.",30th shooting,0
cnn,cnn_12_may25,victim,"the deadly shooting at a Texas elementary school is at least the 30th shooting at a K-12 school in 2022, according to a CNN tally.",K-12 school,0
cnn,cnn_12_may25,victim,"the deadly shooting at a Texas elementary school is at least the 30th shooting at a K-12 school in 2022, according to a CNN tally.",2022,0
cnn,cnn_12_may25,victim,"LIVE UPDATES: Deadly shooting at Texas elementary school

Products from its Balenciaga collection had been set to launch for purchase on Wednesday morning on Yeezygap.com and Balenciaga online partners farfetch.com, mytheresa.com and luisaviaroma.com.",Deadly shooting,0
cnn,cnn_12_may25,victim,"LIVE UPDATES: Deadly shooting at Texas elementary school

Products from its Balenciaga collection had been set to launch for purchase on Wednesday morning on Yeezygap.com and Balenciaga online partners farfetch.com, mytheresa.com and luisaviaroma.com.",Texas elementary school,0
cnn,cnn_20_may25,shooter,"House Sergeant at Arms William J. Walker, one of the top security officials on Capitol Hill's comments come one day after a gunman murdered 21 people in a Texas elementary school.",top security officials,0
cnn,cnn_20_may25,shooter,"House Sergeant at Arms William J. Walker, one of the top security officials on Capitol Hill's comments come one day after a gunman murdered 21 people in a Texas elementary school.",gunman,0
cnn,cnn_20_may25,shooter,"House Sergeant at Arms William J. Walker, one of the top security officials on Capitol Hill's comments come one day after a gunman murdered 21 people in a Texas elementary school.",murdered 21 people,0
cnn,cnn_20_may25,shooter,"House Sergeant at Arms William J. Walker, one of the top security officials on Capitol Hill's comments come one day after a gunman murdered 21 people in a Texas elementary school.",Texas elementary school,0
fox,fox_3_may24,victim,"President Biden is set to address the nation after a horrific shooting in Uvalde, Texas left 14 children and one teacher dead.",horrific shooting,0
fox,fox_3_may24,victim,"President Biden is set to address the nation after a horrific shooting in Uvalde, Texas left 14 children and one teacher dead.",14 children,0
fox,fox_3_may24,victim,"President Biden is set to address the nation after a horrific shooting in Uvalde, Texas left 14 children and one teacher dead.",one teacher,0
fox,fox_3_may24,victim,"President Biden is set to address the nation after a horrific shooting in Uvalde, Texas left 14 children and one teacher dead.",left dead,0
fox,fox_3_may24,victim,"President Biden is set to address the nation after a horrific shooting in Uvalde, Texas left 14 children and one teacher dead.",address the nation,0
fox,fox_3_may24,shooter,"Texas Governor Greg Abbott said that 14 children and one teacher from the Robb Elementary School in Uvalde, Texas died after the suspect, who Texas Governor Greg Abbott identified as local resident Salvador Romas, a shooting Robb Elementary School.",local resident,0
fox,fox_3_may24,shooter,"Texas Governor Greg Abbott said that 14 children and one teacher from the Robb Elementary School in Uvalde, Texas died after the suspect, who Texas Governor Greg Abbott identified as local resident Salvador Romas, a shooting Robb Elementary School.",Salvador Romas,0
fox,fox_3_may24,shooter,"Texas Governor Greg Abbott said that 14 children and one teacher from the Robb Elementary School in Uvalde, Texas died after the suspect, who Texas Governor Greg Abbott identified as local resident Salvador Romas, a shooting Robb Elementary School.",the suspect,0
fox,fox_3_may24,shooter,"Texas Governor Greg Abbott said that 14 children and one teacher from the Robb Elementary School in Uvalde, Texas died after the suspect, who Texas Governor Greg Abbott identified as local resident Salvador Romas, a shooting Robb Elementary School.",shooting,0
