outlet,article_id,entity_type,sentence,phrase
cnn,cnn_5_may24,victim,"The shooter -- identified by Texas officials as Salvador Ramos, of Uvalde -- also shot An 18-year-old gunman's grandmother before going to a Texas elementary school, three law enforcement sources told CNN.",Texas elementary school
cnn,cnn_5_may24,victim,"The shooter -- identified by Texas officials as Salvador Ramos, of Uvalde -- also shot An 18-year-old gunman's grandmother before going to a Texas elementary school, three law enforcement sources told CNN.",identified by Texas officials
cnn,cnn_5_may24,victim,"The shooter -- identified by Texas officials as Salvador Ramos, of Uvalde -- also shot An 18-year-old gunman's grandmother before going to a Texas elementary school, three law enforcement sources told CNN.",Salvador Ramos
cnn,cnn_5_may24,victim,"The shooter -- identified by Texas officials as Salvador Ramos, of Uvalde -- also shot An 18-year-old gunman's grandmother before going to a Texas elementary school, three law enforcement sources told CNN.",of Uvalde
cnn,cnn_5_may24,shooter,"An 18-year-old gunman is believed to have acted alone, Uvalde Police Chief Pete Arredondo said.",18-year-old gunman
cnn,cnn_5_may24,shooter,"An 18-year-old gunman is believed to have acted alone, Uvalde Police Chief Pete Arredondo said.",acted alone
cnn,cnn_5_may24,victim,"The shooting was the deadliest at an elementary school since the Sandy Hook massacre in Connecticut in 2012 that left 26 people dead, including 20 children between 6 and 7 years old.",deadliest at an elementary school
cnn,cnn_5_may24,victim,"The shooting was the deadliest at an elementary school since the Sandy Hook massacre in Connecticut in 2012 that left 26 people dead, including 20 children between 6 and 7 years old.",Sandy Hook massacre
cnn,cnn_5_may24,victim,"The shooting was the deadliest at an elementary school since the Sandy Hook massacre in Connecticut in 2012 that left 26 people dead, including 20 children between 6 and 7 years old.",26 people dead
cnn,cnn_5_may24,victim,"The shooting was the deadliest at an elementary school since the Sandy Hook massacre in Connecticut in 2012 that left 26 people dead, including 20 children between 6 and 7 years old.",20 children
cnn,cnn_5_may24,victim,"The shooting was the deadliest at an elementary school since the Sandy Hook massacre in Connecticut in 2012 that left 26 people dead, including 20 children between 6 and 7 years old.",between 6 and 7 years old
cnn,cnn_19_may25,victim,Texas Democratic gubernatorial nominee Beto O'Rourke confronted Texas Republican Gov. Greg Abbott and other officials on Wednesday as Texas Republican Gov. Greg Abbott and other officials tried to provide updates on Tuesday's deadly shooting at an elementary school in Texas.,Texas Democratic gubernatorial nominee
cnn,cnn_19_may25,victim,Texas Democratic gubernatorial nominee Beto O'Rourke confronted Texas Republican Gov. Greg Abbott and other officials on Wednesday as Texas Republican Gov. Greg Abbott and other officials tried to provide updates on Tuesday's deadly shooting at an elementary school in Texas.,confronted Texas Republican Gov. Greg Abbott
cnn,cnn_19_may25,victim,Texas Democratic gubernatorial nominee Beto O'Rourke confronted Texas Republican Gov. Greg Abbott and other officials on Wednesday as Texas Republican Gov. Greg Abbott and other officials tried to provide updates on Tuesday's deadly shooting at an elementary school in Texas.,other officials
cnn,cnn_19_may25,victim,Texas Democratic gubernatorial nominee Beto O'Rourke confronted Texas Republican Gov. Greg Abbott and other officials on Wednesday as Texas Republican Gov. Greg Abbott and other officials tried to provide updates on Tuesday's deadly shooting at an elementary school in Texas.,provide updates
cnn,cnn_19_may25,victim,Texas Democratic gubernatorial nominee Beto O'Rourke confronted Texas Republican Gov. Greg Abbott and other officials on Wednesday as Texas Republican Gov. Greg Abbott and other officials tried to provide updates on Tuesday's deadly shooting at an elementary school in Texas.,Tuesday's deadly shooting
cnn,cnn_19_may25,victim,Texas Democratic gubernatorial nominee Beto O'Rourke confronted Texas Republican Gov. Greg Abbott and other officials on Wednesday as Texas Republican Gov. Greg Abbott and other officials tried to provide updates on Tuesday's deadly shooting at an elementary school in Texas.,elementary school in Texas
cnn,cnn_8_may25,victim,"Nineteen children and two adults were killed in a mass shooting at an elementary school in Uvalde, Texas, Tuesday in what is now the second deadliest school shooting in the US.",Nineteen children
cnn,cnn_8_may25,victim,"Nineteen children and two adults were killed in a mass shooting at an elementary school in Uvalde, Texas, Tuesday in what is now the second deadliest school shooting in the US.",two adults
cnn,cnn_8_may25,victim,"Nineteen children and two adults were killed in a mass shooting at an elementary school in Uvalde, Texas, Tuesday in what is now the second deadliest school shooting in the US.",mass shooting
cnn,cnn_8_may25,victim,"Nineteen children and two adults were killed in a mass shooting at an elementary school in Uvalde, Texas, Tuesday in what is now the second deadliest school shooting in the US.",elementary school
cnn,cnn_8_may25,victim,"Nineteen children and two adults were killed in a mass shooting at an elementary school in Uvalde, Texas, Tuesday in what is now the second deadliest school shooting in the US.","Uvalde, Texas"
cnn,cnn_8_may25,victim,"Nineteen children and two adults were killed in a mass shooting at an elementary school in Uvalde, Texas, Tuesday in what is now the second deadliest school shooting in the US.",second deadliest school shooting
cnn,cnn_8_may25,shooter,"The 18-year-old shooter, identified by officials as Salvador Ramos, was shot and killed by responding law enforcement.",18-year-old shooter
cnn,cnn_8_may25,shooter,"The 18-year-old shooter, identified by officials as Salvador Ramos, was shot and killed by responding law enforcement.",identified by officials
cnn,cnn_8_may25,shooter,"The 18-year-old shooter, identified by officials as Salvador Ramos, was shot and killed by responding law enforcement.",shot and killed
cnn,cnn_8_may25,shooter,"The 18-year-old shooter, identified by officials as Salvador Ramos, was shot and killed by responding law enforcement.",responding law enforcement
cnn,cnn_8_may25,victim,"The 18-year-old shooter, identified by officials as Salvador Ramos, was shot and killed by responding law enforcement.",18-year-old shooter
cnn,cnn_8_may25,victim,"The 18-year-old shooter, identified by officials as Salvador Ramos, was shot and killed by responding law enforcement.",identified by officials
cnn,cnn_8_may25,victim,"The 18-year-old shooter, identified by officials as Salvador Ramos, was shot and killed by responding law enforcement.",shot and killed
cnn,cnn_8_may25,victim,"The 18-year-old shooter, identified by officials as Salvador Ramos, was shot and killed by responding law enforcement.",responding law enforcement
cnn,cnn_8_may25,shooter,"The 18-year-old shooter, identified by officials as Salvador Ramos, arrived at an elementary school in Uvalde, Texas, with a long rifle and wearing body armor, according to Sgt.",18-year-old shooter
cnn,cnn_8_may25,shooter,"The 18-year-old shooter, identified by officials as Salvador Ramos, arrived at an elementary school in Uvalde, Texas, with a long rifle and wearing body armor, according to Sgt.",identified by officials
cnn,cnn_8_may25,shooter,"The 18-year-old shooter, identified by officials as Salvador Ramos, arrived at an elementary school in Uvalde, Texas, with a long rifle and wearing body armor, according to Sgt.",arrived at an elementary school
cnn,cnn_8_may25,shooter,"The 18-year-old shooter, identified by officials as Salvador Ramos, arrived at an elementary school in Uvalde, Texas, with a long rifle and wearing body armor, according to Sgt.","in Uvalde, Texas"
cnn,cnn_8_may25,shooter,"The 18-year-old shooter, identified by officials as Salvador Ramos, arrived at an elementary school in Uvalde, Texas, with a long rifle and wearing body armor, according to Sgt.",with a long rifle
cnn,cnn_8_may25,shooter,"The 18-year-old shooter, identified by officials as Salvador Ramos, arrived at an elementary school in Uvalde, Texas, with a long rifle and wearing body armor, according to Sgt.",wearing body armor
cnn,cnn_12_may25,victim,Yeezy Gap has postponed the launch of Yeezy Gap's Balenciaga collection following the deadly shooting at a Texas elementary school.,postponed the launch
cnn,cnn_12_may25,victim,Yeezy Gap has postponed the launch of Yeezy Gap's Balenciaga collection following the deadly shooting at a Texas elementary school.,deadly shooting
cnn,cnn_12_may25,victim,Yeezy Gap has postponed the launch of Yeezy Gap's Balenciaga collection following the deadly shooting at a Texas elementary school.,Texas elementary school
cnn,cnn_12_may25,victim,"Yeezy Gap posted a message on Yeezy Gap's website Wednesday morning: ""In light of the tragedy in Uvalde, Texas, Yeezy Gap are postponing the launch of its Balenciaga collection following the deadly shooting at a Texas elementary school until Friday, May 27.",tragedy in Uvalde
cnn,cnn_12_may25,victim,"Yeezy Gap posted a message on Yeezy Gap's website Wednesday morning: ""In light of the tragedy in Uvalde, Texas, Yeezy Gap are postponing the launch of its Balenciaga collection following the deadly shooting at a Texas elementary school until Friday, May 27.",deadly shooting
cnn,cnn_12_may25,victim,"Yeezy Gap posted a message on Yeezy Gap's website Wednesday morning: ""In light of the tragedy in Uvalde, Texas, Yeezy Gap are postponing the launch of its Balenciaga collection following the deadly shooting at a Texas elementary school until Friday, May 27.",Texas elementary school
cnn,cnn_12_may25,victim,"Yeezy Gap posted a message on Yeezy Gap's website Wednesday morning: ""In light of the tragedy in Uvalde, Texas, Yeezy Gap are postponing the launch of its Balenciaga collection following the deadly shooting at a Texas elementary school until Friday, May 27.",postponing the launch
cnn,cnn_12_may25,victim,"Yeezy Gap posted a message on Yeezy Gap's website Wednesday morning: ""In light of the tragedy in Uvalde, Texas, Yeezy Gap are postponing the launch of its Balenciaga collection following the deadly shooting at a Texas elementary school until Friday, May 27.",Balenciaga collection
cnn,cnn_12_may25,shooter,"As Yeezy Gap pause, Yeezy Gap's hearts go out to the families and communities impacted.""

An 18-year-old gunman on Tuesday fatally the deadly shooting at a Texas elementary school 19 children and two adults at an elementary school in Uvalde, Texas, before An 18-year-old gunman was killed by law enforcement officers, officials said.",18-year-old gunman
cnn,cnn_12_may25,shooter,"As Yeezy Gap pause, Yeezy Gap's hearts go out to the families and communities impacted.""

An 18-year-old gunman on Tuesday fatally the deadly shooting at a Texas elementary school 19 children and two adults at an elementary school in Uvalde, Texas, before An 18-year-old gunman was killed by law enforcement officers, officials said.",fatally shooting
cnn,cnn_12_may25,shooter,"As Yeezy Gap pause, Yeezy Gap's hearts go out to the families and communities impacted.""

An 18-year-old gunman on Tuesday fatally the deadly shooting at a Texas elementary school 19 children and two adults at an elementary school in Uvalde, Texas, before An 18-year-old gunman was killed by law enforcement officers, officials said.",deadly shooting
cnn,cnn_12_may25,shooter,"As Yeezy Gap pause, Yeezy Gap's hearts go out to the families and communities impacted.""

An 18-year-old gunman on Tuesday fatally the deadly shooting at a Texas elementary school 19 children and two adults at an elementary school in Uvalde, Texas, before An 18-year-old gunman was killed by law enforcement officers, officials said.",killed by law enforcement
cnn,cnn_12_may25,shooter,"As Yeezy Gap pause, Yeezy Gap's hearts go out to the families and communities impacted.""

An 18-year-old gunman on Tuesday fatally the deadly shooting at a Texas elementary school 19 children and two adults at an elementary school in Uvalde, Texas, before An 18-year-old gunman was killed by law enforcement officers, officials said.",elementary school
cnn,cnn_12_may25,shooter,"As Yeezy Gap pause, Yeezy Gap's hearts go out to the families and communities impacted.""

An 18-year-old gunman on Tuesday fatally the deadly shooting at a Texas elementary school 19 children and two adults at an elementary school in Uvalde, Texas, before An 18-year-old gunman was killed by law enforcement officers, officials said.","Uvalde, Texas"
cnn,cnn_12_may25,victim,"As Yeezy Gap pause, Yeezy Gap's hearts go out to the families and communities impacted.""

An 18-year-old gunman on Tuesday fatally the deadly shooting at a Texas elementary school 19 children and two adults at an elementary school in Uvalde, Texas, before An 18-year-old gunman was killed by law enforcement officers, officials said.",18-year-old gunman
cnn,cnn_12_may25,victim,"As Yeezy Gap pause, Yeezy Gap's hearts go out to the families and communities impacted.""

An 18-year-old gunman on Tuesday fatally the deadly shooting at a Texas elementary school 19 children and two adults at an elementary school in Uvalde, Texas, before An 18-year-old gunman was killed by law enforcement officers, officials said.",fatally shooting
cnn,cnn_12_may25,victim,"As Yeezy Gap pause, Yeezy Gap's hearts go out to the families and communities impacted.""

An 18-year-old gunman on Tuesday fatally the deadly shooting at a Texas elementary school 19 children and two adults at an elementary school in Uvalde, Texas, before An 18-year-old gunman was killed by law enforcement officers, officials said.",19 children
cnn,cnn_12_may25,victim,"As Yeezy Gap pause, Yeezy Gap's hearts go out to the families and communities impacted.""

An 18-year-old gunman on Tuesday fatally the deadly shooting at a Texas elementary school 19 children and two adults at an elementary school in Uvalde, Texas, before An 18-year-old gunman was killed by law enforcement officers, officials said.",two adults
cnn,cnn_12_may25,victim,"As Yeezy Gap pause, Yeezy Gap's hearts go out to the families and communities impacted.""

An 18-year-old gunman on Tuesday fatally the deadly shooting at a Texas elementary school 19 children and two adults at an elementary school in Uvalde, Texas, before An 18-year-old gunman was killed by law enforcement officers, officials said.",elementary school
cnn,cnn_12_may25,victim,"As Yeezy Gap pause, Yeezy Gap's hearts go out to the families and communities impacted.""

An 18-year-old gunman on Tuesday fatally the deadly shooting at a Texas elementary school 19 children and two adults at an elementary school in Uvalde, Texas, before An 18-year-old gunman was killed by law enforcement officers, officials said.","Uvalde, Texas"
cnn,cnn_12_may25,victim,"As Yeezy Gap pause, Yeezy Gap's hearts go out to the families and communities impacted.""

An 18-year-old gunman on Tuesday fatally the deadly shooting at a Texas elementary school 19 children and two adults at an elementary school in Uvalde, Texas, before An 18-year-old gunman was killed by law enforcement officers, officials said.",killed by law enforcement
cnn,cnn_12_may25,victim,"Tuesday's massacre is the second-deadliest school shooting since 2012, when 26 children and adults were killed at Sandy Hook Elementary School.",second-deadliest school shooting
cnn,cnn_12_may25,victim,"Tuesday's massacre is the second-deadliest school shooting since 2012, when 26 children and adults were killed at Sandy Hook Elementary School.",26 children and adults
cnn,cnn_12_may25,victim,"Tuesday's massacre is the second-deadliest school shooting since 2012, when 26 children and adults were killed at Sandy Hook Elementary School.",killed at Sandy Hook Elementary School
cnn,cnn_12_may25,victim,"the deadly shooting at a Texas elementary school is at least the 30th shooting at a K-12 school in 2022, according to a CNN tally.",deadly shooting
cnn,cnn_12_may25,victim,"the deadly shooting at a Texas elementary school is at least the 30th shooting at a K-12 school in 2022, according to a CNN tally.",Texas elementary school
cnn,cnn_12_may25,victim,"the deadly shooting at a Texas elementary school is at least the 30th shooting at a K-12 school in 2022, according to a CNN tally.",30th shooting
cnn,cnn_12_may25,victim,"the deadly shooting at a Texas elementary school is at least the 30th shooting at a K-12 school in 2022, according to a CNN tally.",K-12 school
cnn,cnn_12_may25,victim,"the deadly shooting at a Texas elementary school is at least the 30th shooting at a K-12 school in 2022, according to a CNN tally.",2022
cnn,cnn_12_may25,victim,"LIVE UPDATES: Deadly shooting at Texas elementary school

Products from its Balenciaga collection had been set to launch for purchase on Wednesday morning on Yeezygap.com and Balenciaga online partners farfetch.com, mytheresa.com and luisaviaroma.com.",Deadly shooting
cnn,cnn_12_may25,victim,"LIVE UPDATES: Deadly shooting at Texas elementary school

Products from its Balenciaga collection had been set to launch for purchase on Wednesday morning on Yeezygap.com and Balenciaga online partners farfetch.com, mytheresa.com and luisaviaroma.com.",Texas elementary school
cnn,cnn_20_may25,shooter,"House Sergeant at Arms William J. Walker, one of the top security officials on Capitol Hill's comments come one day after a gunman murdered 21 people in a Texas elementary school.",top security officials
cnn,cnn_20_may25,shooter,"House Sergeant at Arms William J. Walker, one of the top security officials on Capitol Hill's comments come one day after a gunman murdered 21 people in a Texas elementary school.",gunman
cnn,cnn_20_may25,shooter,"House Sergeant at Arms William J. Walker, one of the top security officials on Capitol Hill's comments come one day after a gunman murdered 21 people in a Texas elementary school.",murdered 21 people
cnn,cnn_20_may25,shooter,"House Sergeant at Arms William J. Walker, one of the top security officials on Capitol Hill's comments come one day after a gunman murdered 21 people in a Texas elementary school.",Texas elementary school
fox,fox_3_may24,victim,"President Biden is set to address the nation after a horrific shooting in Uvalde, Texas left 14 children and one teacher dead.",horrific shooting
fox,fox_3_may24,victim,"President Biden is set to address the nation after a horrific shooting in Uvalde, Texas left 14 children and one teacher dead.",14 children
fox,fox_3_may24,victim,"President Biden is set to address the nation after a horrific shooting in Uvalde, Texas left 14 children and one teacher dead.",one teacher
fox,fox_3_may24,victim,"President Biden is set to address the nation after a horrific shooting in Uvalde, Texas left 14 children and one teacher dead.",left dead
fox,fox_3_may24,victim,"President Biden is set to address the nation after a horrific shooting in Uvalde, Texas left 14 children and one teacher dead.",address the nation
fox,fox_3_may24,shooter,"Texas Governor Greg Abbott said that 14 children and one teacher from the Robb Elementary School in Uvalde, Texas died after the suspect, who Texas Governor Greg Abbott identified as local resident Salvador Romas, a shooting Robb Elementary School.",local resident
fox,fox_3_may24,shooter,"Texas Governor Greg Abbott said that 14 children and one teacher from the Robb Elementary School in Uvalde, Texas died after the suspect, who Texas Governor Greg Abbott identified as local resident Salvador Romas, a shooting Robb Elementary School.",Salvador Romas
fox,fox_3_may24,shooter,"Texas Governor Greg Abbott said that 14 children and one teacher from the Robb Elementary School in Uvalde, Texas died after the suspect, who Texas Governor Greg Abbott identified as local resident Salvador Romas, a shooting Robb Elementary School.",the suspect
fox,fox_3_may24,shooter,"Texas Governor Greg Abbott said that 14 children and one teacher from the Robb Elementary School in Uvalde, Texas died after the suspect, who Texas Governor Greg Abbott identified as local resident Salvador Romas, a shooting Robb Elementary School.",shooting
fox,fox_3_may24,shooter,"Texas Governor Greg Abbott said that 14 children and one teacher from the Robb Elementary School in Uvalde, Texas died after the suspect, who Texas Governor Greg Abbott identified as local resident Salvador Romas, a shooting Robb Elementary School.",14 children
fox,fox_3_may24,shooter,"Texas Governor Greg Abbott said that 14 children and one teacher from the Robb Elementary School in Uvalde, Texas died after the suspect, who Texas Governor Greg Abbott identified as local resident Salvador Romas, a shooting Robb Elementary School.",one teacher
fox,fox_20,shooter,"Former FBI assistant director Chris Swecker claimed the alleged shooter of Robb Elementary School in Uvalde, Texas, was""flashing red"" ahead of the alleged shooter of Robb Elementary School in Uvalde, Texas's ""unspeakable, cowardly act"" Tuesday on ""The Ingraham Angle.",former FBI assistant director
fox,fox_20,shooter,"Former FBI assistant director Chris Swecker claimed the alleged shooter of Robb Elementary School in Uvalde, Texas, was""flashing red"" ahead of the alleged shooter of Robb Elementary School in Uvalde, Texas's ""unspeakable, cowardly act"" Tuesday on ""The Ingraham Angle.",alleged shooter
fox,fox_20,shooter,"Former FBI assistant director Chris Swecker claimed the alleged shooter of Robb Elementary School in Uvalde, Texas, was""flashing red"" ahead of the alleged shooter of Robb Elementary School in Uvalde, Texas's ""unspeakable, cowardly act"" Tuesday on ""The Ingraham Angle.",flashing red
fox,fox_20,shooter,"Former FBI assistant director Chris Swecker claimed the alleged shooter of Robb Elementary School in Uvalde, Texas, was""flashing red"" ahead of the alleged shooter of Robb Elementary School in Uvalde, Texas's ""unspeakable, cowardly act"" Tuesday on ""The Ingraham Angle.",unspeakable act
fox,fox_20,shooter,"Former FBI assistant director Chris Swecker claimed the alleged shooter of Robb Elementary School in Uvalde, Texas, was""flashing red"" ahead of the alleged shooter of Robb Elementary School in Uvalde, Texas's ""unspeakable, cowardly act"" Tuesday on ""The Ingraham Angle.",cowardly act
fox,fox_20,shooter,"""

Former FBI assistant director Chris Swecker: Like every mass shooter, especially the young ones, the alleged shooter of Robb Elementary School in Uvalde, Texas was flashing red, it appears, which is nosurprise… They seem to always communicate threats.",mass shooter
fox,fox_20,shooter,"""

Former FBI assistant director Chris Swecker: Like every mass shooter, especially the young ones, the alleged shooter of Robb Elementary School in Uvalde, Texas was flashing red, it appears, which is nosurprise… They seem to always communicate threats.",young ones
fox,fox_20,shooter,"""

Former FBI assistant director Chris Swecker: Like every mass shooter, especially the young ones, the alleged shooter of Robb Elementary School in Uvalde, Texas was flashing red, it appears, which is nosurprise… They seem to always communicate threats.",alleged shooter
fox,fox_20,shooter,"""

Former FBI assistant director Chris Swecker: Like every mass shooter, especially the young ones, the alleged shooter of Robb Elementary School in Uvalde, Texas was flashing red, it appears, which is nosurprise… They seem to always communicate threats.",flashing red
fox,fox_20,shooter,"""

Former FBI assistant director Chris Swecker: Like every mass shooter, especially the young ones, the alleged shooter of Robb Elementary School in Uvalde, Texas was flashing red, it appears, which is nosurprise… They seem to always communicate threats.",communicate threats
fox,fox_20,shooter,"We don't know whether anybody reported this and whether any law enforcement officer everhad any contact with the alleged shooter of Robb Elementary School in Uvalde, Texas over this.",alleged shooter
fox,fox_20,shooter,"We don't know whether anybody reported this and whether any law enforcement officer everhad any contact with the alleged shooter of Robb Elementary School in Uvalde, Texas over this.",law enforcement officer
fox,fox_20,shooter,"We don't know whether anybody reported this and whether any law enforcement officer everhad any contact with the alleged shooter of Robb Elementary School in Uvalde, Texas over this.",contact with shooter
fox,fox_9_may24,shooter,"A shooter identified as Salvador Romas a massshooting at an elementary school in Uvalde, Texas fire at an elementary school in Uvalde, Texas Tuesday, killing at least 18 students and oneteacher.",identified as Salvador Romas
fox,fox_9_may24,shooter,"A shooter identified as Salvador Romas a massshooting at an elementary school in Uvalde, Texas fire at an elementary school in Uvalde, Texas Tuesday, killing at least 18 students and oneteacher.",mass shooting
fox,fox_9_may24,shooter,"A shooter identified as Salvador Romas a massshooting at an elementary school in Uvalde, Texas fire at an elementary school in Uvalde, Texas Tuesday, killing at least 18 students and oneteacher.",elementary school
fox,fox_9_may24,shooter,"A shooter identified as Salvador Romas a massshooting at an elementary school in Uvalde, Texas fire at an elementary school in Uvalde, Texas Tuesday, killing at least 18 students and oneteacher.",fire at an elementary school
fox,fox_9_may24,shooter,"A shooter identified as Salvador Romas a massshooting at an elementary school in Uvalde, Texas fire at an elementary school in Uvalde, Texas Tuesday, killing at least 18 students and oneteacher.",killing at least 18 students
fox,fox_9_may24,shooter,"A shooter identified as Salvador Romas a massshooting at an elementary school in Uvalde, Texas fire at an elementary school in Uvalde, Texas Tuesday, killing at least 18 students and oneteacher.",one teacher
fox,fox_9_may24,shooter,A shooter identified as Salvador Romas also died.,identified as Salvador Romas
fox,fox_9_may24,shooter,A shooter identified as Salvador Romas also died.,also died
fox,fox_9_may24,victim,"Two police officers were shot and wounded but were expected to survive, Texas Gov. Greg Abbottsaid.",shot and wounded
fox,fox_9_may24,victim,"Two police officers were shot and wounded but were expected to survive, Texas Gov. Greg Abbottsaid.",expected to survive
fox,fox_12,shooter,"A suspected lone gunman a mass shooting at an elementary school in Uvalde, Texas, on Tuesday the lives of at least 19 children and two teachers; A suspected lone gunman has been killed, Texas Gov. GregAbbott said on Tuesday.",suspected lone gunman
fox,fox_12,shooter,"A suspected lone gunman a mass shooting at an elementary school in Uvalde, Texas, on Tuesday the lives of at least 19 children and two teachers; A suspected lone gunman has been killed, Texas Gov. GregAbbott said on Tuesday.",mass shooting
fox,fox_12,shooter,"A suspected lone gunman a mass shooting at an elementary school in Uvalde, Texas, on Tuesday the lives of at least 19 children and two teachers; A suspected lone gunman has been killed, Texas Gov. GregAbbott said on Tuesday.",elementary school
fox,fox_12,shooter,"A suspected lone gunman a mass shooting at an elementary school in Uvalde, Texas, on Tuesday the lives of at least 19 children and two teachers; A suspected lone gunman has been killed, Texas Gov. GregAbbott said on Tuesday.",killed
fox,fox_12,shooter,"A suspected lone gunman a mass shooting at an elementary school in Uvalde, Texas, on Tuesday the lives of at least 19 children and two teachers; A suspected lone gunman has been killed, Texas Gov. GregAbbott said on Tuesday.",at least 19 children
fox,fox_12,shooter,"A suspected lone gunman a mass shooting at an elementary school in Uvalde, Texas, on Tuesday the lives of at least 19 children and two teachers; A suspected lone gunman has been killed, Texas Gov. GregAbbott said on Tuesday.",two teachers
fox,fox_12,victim,"A suspected lone gunman a mass shooting at an elementary school in Uvalde, Texas, on Tuesday the lives of at least 19 children and two teachers; A suspected lone gunman has been killed, Texas Gov. GregAbbott said on Tuesday.",suspected lone gunman
fox,fox_12,victim,"A suspected lone gunman a mass shooting at an elementary school in Uvalde, Texas, on Tuesday the lives of at least 19 children and two teachers; A suspected lone gunman has been killed, Texas Gov. GregAbbott said on Tuesday.",mass shooting
fox,fox_12,victim,"A suspected lone gunman a mass shooting at an elementary school in Uvalde, Texas, on Tuesday the lives of at least 19 children and two teachers; A suspected lone gunman has been killed, Texas Gov. GregAbbott said on Tuesday.",elementary school
fox,fox_12,victim,"A suspected lone gunman a mass shooting at an elementary school in Uvalde, Texas, on Tuesday the lives of at least 19 children and two teachers; A suspected lone gunman has been killed, Texas Gov. GregAbbott said on Tuesday.",at least 19 children
fox,fox_12,victim,"A suspected lone gunman a mass shooting at an elementary school in Uvalde, Texas, on Tuesday the lives of at least 19 children and two teachers; A suspected lone gunman has been killed, Texas Gov. GregAbbott said on Tuesday.",two teachers
fox,fox_12,victim,"A suspected lone gunman a mass shooting at an elementary school in Uvalde, Texas, on Tuesday the lives of at least 19 children and two teachers; A suspected lone gunman has been killed, Texas Gov. GregAbbott said on Tuesday.",has been killed
fox,fox_12,victim,"""Texans across Texas are grieving for the victims of a mass shooting at an elementary school in Uvalde, Texas, on Tuesday and for the community of Uvalde,"" Texas Gov. GregAbbott said ina statement.",grieving victims
fox,fox_12,victim,"""Texans across Texas are grieving for the victims of a mass shooting at an elementary school in Uvalde, Texas, on Tuesday and for the community of Uvalde,"" Texas Gov. GregAbbott said ina statement.",mass shooting
fox,fox_12,victim,"""Texans across Texas are grieving for the victims of a mass shooting at an elementary school in Uvalde, Texas, on Tuesday and for the community of Uvalde,"" Texas Gov. GregAbbott said ina statement.",elementary school
fox,fox_12,victim,"""Texans across Texas are grieving for the victims of a mass shooting at an elementary school in Uvalde, Texas, on Tuesday and for the community of Uvalde,"" Texas Gov. GregAbbott said ina statement.",community of Uvalde
fox,fox_4_may24,victim,"Vice President Kamala Harris called on leaders to take action following the deadly mass shooting at an elementary school inUvalde, Texas, Tuesday.",deadly mass shooting
fox,fox_4_may24,victim,"Vice President Kamala Harris called on leaders to take action following the deadly mass shooting at an elementary school inUvalde, Texas, Tuesday.",elementary school
fox,fox_4_may24,victim,"Vice President Kamala Harris called on leaders to take action following the deadly mass shooting at an elementary school inUvalde, Texas, Tuesday.","Uvalde, Texas"
fox,fox_4_may24,victim,"Vice President Kamala Harris called on leaders to take action following the deadly mass shooting at an elementary school inUvalde, Texas, Tuesday.",called on leaders
fox,fox_4_may24,victim,"Vice President Kamala Harris called on leaders to take action following the deadly mass shooting at an elementary school inUvalde, Texas, Tuesday.",take action
fox,fox_4_may24,victim,"""Every time a tragedy like the deadly mass shooting at an elementary school inUvalde, Texas, Tuesday happens, our hearts break and our broken hearts are nothing compared to the broken hearts of thosefamilies,"" Vice President Kamala Harris said.",deadly mass shooting
fox,fox_4_may24,victim,"""Every time a tragedy like the deadly mass shooting at an elementary school inUvalde, Texas, Tuesday happens, our hearts break and our broken hearts are nothing compared to the broken hearts of thosefamilies,"" Vice President Kamala Harris said.",elementary school
fox,fox_4_may24,victim,"""Every time a tragedy like the deadly mass shooting at an elementary school inUvalde, Texas, Tuesday happens, our hearts break and our broken hearts are nothing compared to the broken hearts of thosefamilies,"" Vice President Kamala Harris said.",broken hearts
fox,fox_4_may24,victim,"""Every time a tragedy like the deadly mass shooting at an elementary school inUvalde, Texas, Tuesday happens, our hearts break and our broken hearts are nothing compared to the broken hearts of thosefamilies,"" Vice President Kamala Harris said.",those families
fox,fox_4_may24,victim,"Law enforcement personnel stand outside Robb Elementary School following the deadly mass shooting at an elementary school inUvalde, Texas, Tuesday, Tuesday, May 24, 2022, in Uvalde, Texas.",law enforcement personnel
fox,fox_4_may24,victim,"Law enforcement personnel stand outside Robb Elementary School following the deadly mass shooting at an elementary school inUvalde, Texas, Tuesday, Tuesday, May 24, 2022, in Uvalde, Texas.",deadly mass shooting
fox,fox_4_may24,victim,"Law enforcement personnel stand outside Robb Elementary School following the deadly mass shooting at an elementary school inUvalde, Texas, Tuesday, Tuesday, May 24, 2022, in Uvalde, Texas.",elementary school
fox,fox_4_may24,victim,"Law enforcement personnel stand outside Robb Elementary School following the deadly mass shooting at an elementary school inUvalde, Texas, Tuesday, Tuesday, May 24, 2022, in Uvalde, Texas.","Uvalde, Texas"
fox,fox_4_may24,victim,"Law enforcement personnel stand outside Robb Elementary School following the deadly mass shooting at an elementary school inUvalde, Texas, Tuesday, Tuesday, May 24, 2022, in Uvalde, Texas.",following the shooting
fox,fox_4_may24,victim,"As a nation, America have to have the courage to take action and understand the nexus between what makes forreasonable and sensible public policy to ensure something like the deadly mass shooting at an elementary school inUvalde, Texas, Tuesday never happens again,"" Vice President Kamala Harris said.",deadly mass shooting
fox,fox_4_may24,victim,"As a nation, America have to have the courage to take action and understand the nexus between what makes forreasonable and sensible public policy to ensure something like the deadly mass shooting at an elementary school inUvalde, Texas, Tuesday never happens again,"" Vice President Kamala Harris said.",elementary school
